"year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","BB","HP","KK","BK","PA","R","ER","SF"
2020,8,63765,"HH",36,8,4,1,1,9,0,10,0,45,6,6,0
2020,8,78536,"LT",28,8,1,0,0,1,0,9,0,29,1,1,0
2020,8,67391,"WO",48,9,1,0,0,7,1,10,0,58,0,0,2
2020,8,69839,"SK",34,9,2,0,0,8,1,7,0,44,6,4,1
2020,8,69134,"LG",41,9,1,0,2,7,0,17,1,50,5,4,2
2020,8,75342,"KT",44,9,1,0,2,3,1,10,0,49,6,3,1
2020,8,66660,"HT",33,9,3,1,1,6,1,6,0,42,8,3,2
2020,8,77927,"SS",30,9,1,0,1,2,0,6,0,32,2,2,0
2020,8,50705,"HH",43,9,1,0,1,5,0,12,1,48,3,3,0
2020,8,67737,"HH",32,9,3,0,1,2,0,8,0,34,5,2,0
2020,8,63543,"LT",32,9,4,0,1,4,0,5,0,37,5,5,1
2020,8,76430,"WO",45,10,1,0,0,4,1,13,0,52,3,3,2
2020,8,69399,"WO",24,10,1,0,2,0,1,1,0,25,4,4,0
2020,8,64051,"WO",37,10,1,0,1,2,1,9,0,41,7,7,1
2020,8,76350,"SK",39,10,0,0,2,7,0,12,0,48,3,3,2
2020,8,65411,"SK",35,10,1,0,1,4,0,6,0,40,1,1,1
2020,8,73801,"LG",55,10,3,0,1,2,0,11,0,57,4,4,0
2020,8,62146,"LG",28,10,0,0,0,1,0,4,0,30,3,3,1
2020,8,65643,"NC",37,10,2,0,4,3,0,4,0,40,7,7,0
2020,8,64995,"NC",35,10,0,1,2,4,2,7,0,42,6,6,1
2020,8,50662,"HT",40,10,0,1,1,8,1,13,0,50,4,3,1
2020,8,73117,"SS",32,10,4,0,0,2,0,8,0,35,6,6,1
2020,8,65496,"SS",35,10,1,1,1,3,0,7,0,39,5,5,1
2020,8,62360,"WO",30,11,1,0,0,4,1,2,0,35,8,6,0
2020,8,60768,"SK",36,11,0,0,0,4,0,10,0,40,4,4,0
2020,8,76650,"LG",31,11,0,0,0,2,2,10,0,37,3,3,2
2020,8,65062,"KT",47,11,0,1,0,4,0,15,0,53,1,1,2
2020,8,69620,"HT",30,11,4,0,1,8,0,2,0,39,9,8,1
2020,8,63950,"HT",30,11,2,0,3,2,0,5,0,32,9,8,0
2020,8,66609,"HT",30,11,4,1,1,4,0,11,0,36,10,5,2
2020,8,68403,"SS",35,11,1,0,0,6,0,6,0,42,1,1,1
2020,8,74454,"SS",58,11,4,1,0,8,3,4,0,70,8,6,1
2020,8,68703,"HH",31,11,1,0,4,6,0,5,0,38,11,11,1
2020,8,61156,"HH",27,11,5,0,1,4,0,4,0,33,8,8,2
2020,8,64565,"LT",25,11,0,0,1,2,0,1,0,28,6,5,1
2020,8,76329,"OB",37,12,2,0,2,5,0,8,1,43,7,7,1
2020,8,64047,"KT",48,12,3,0,0,3,0,8,0,51,4,4,0
2020,8,61365,"SS",55,12,0,0,0,3,1,3,0,59,4,4,0
2020,8,63512,"LT",36,12,2,1,0,3,2,9,0,41,6,6,0
2020,8,60263,"NC",33,13,3,0,1,6,0,5,0,40,10,10,1
2020,8,69516,"HT",28,13,3,3,1,6,0,1,0,35,13,12,1
2020,8,65764,"HH",65,13,4,0,1,17,4,13,0,89,11,9,3
2020,8,73738,"HH",30,13,1,0,3,5,0,7,0,36,9,9,1
2020,8,74857,"HH",36,13,2,0,1,4,0,3,0,40,5,5,0
2020,8,69343,"WO",65,14,3,0,1,5,0,11,0,70,3,3,0
2020,8,63342,"WO",55,14,1,0,1,2,0,16,0,58,6,5,1
2020,8,65320,"WO",57,14,1,0,2,7,1,8,0,66,11,8,1
2020,8,78148,"LG",45,14,2,0,0,4,1,7,0,51,5,5,1
2020,8,67266,"OB",62,15,7,0,2,7,1,19,0,70,12,7,0
2020,8,62242,"OB",45,15,2,1,0,6,0,4,0,52,5,4,1
2020,8,61268,"WO",48,15,5,0,0,4,1,6,0,54,5,5,1
2020,8,64768,"SK",50,15,2,0,4,3,0,6,0,53,12,12,0
2020,8,68701,"HH",47,15,1,1,3,3,2,6,0,53,8,8,1
2020,8,69748,"HH",76,15,1,0,2,9,2,22,0,88,6,6,1
2020,8,75867,"NC",50,16,4,1,2,3,0,18,0,54,7,6,1
2020,8,66859,"SK",49,17,1,1,2,3,3,8,0,55,15,12,0
2020,8,61101,"LG",82,17,5,0,3,19,0,24,0,102,15,13,1
2020,8,65516,"KT",61,17,1,0,3,9,0,11,0,71,13,13,1
2020,8,64805,"OB",69,18,4,2,2,8,1,20,0,78,12,11,0
2020,8,67603,"WO",90,19,2,0,3,10,0,17,0,100,6,6,0
2020,8,66920,"NC",69,19,5,0,2,14,0,8,0,83,14,11,0
2020,8,50524,"LT",73,19,3,0,3,7,2,11,1,82,14,14,0
2020,8,62363,"WO",107,20,5,0,5,5,3,24,0,117,14,14,2
2020,8,60841,"SK",70,20,6,0,2,10,7,12,0,87,16,14,0
2020,8,69962,"NC",74,20,4,0,2,5,0,15,0,80,4,4,1
2020,8,50030,"KT",101,20,3,0,0,12,2,24,0,115,5,5,0
2020,8,69539,"LT",72,21,6,0,2,8,0,9,0,81,8,6,1
2020,8,62869,"SK",84,22,5,0,3,10,1,17,0,98,13,12,3
2020,8,68902,"NC",79,22,4,0,4,6,2,9,0,87,13,13,0
2020,8,69446,"SS",87,22,3,0,3,8,1,7,0,96,15,14,0
2020,8,77318,"HH",76,22,2,0,2,9,0,10,0,86,11,11,1
2020,8,50126,"LG",76,23,6,0,1,4,2,10,0,83,14,14,1
2020,8,63628,"HT",55,23,2,0,1,4,1,4,0,61,14,14,1
2020,8,50157,"LG",98,24,6,0,2,13,2,16,0,114,16,16,1
2020,8,68419,"SS",68,24,3,0,2,7,1,9,0,76,16,13,0
2020,8,69103,"LG",117,25,5,0,3,5,1,22,0,124,9,8,1
2020,8,68135,"LG",113,26,2,0,4,10,4,27,0,130,15,12,3
2020,8,77637,"HT",107,26,6,0,0,12,1,35,0,123,9,8,3
2020,8,62754,"HT",78,26,5,0,3,9,0,15,0,90,16,15,3
2020,8,69439,"SS",98,26,2,1,3,16,3,26,0,120,18,18,3
2020,8,65048,"KT",81,27,2,1,2,4,1,12,0,86,16,10,0
2020,8,69032,"KT",103,27,7,0,3,11,2,9,0,119,16,12,3
2020,8,50636,"HT",97,27,5,0,0,2,0,26,0,102,13,13,3
2020,8,73211,"LT",110,27,9,0,2,4,1,12,0,116,12,10,1
2020,8,64021,"LT",109,28,4,0,2,8,0,20,0,119,10,9,2
2020,8,67263,"OB",102,30,1,2,3,6,0,22,1,109,9,9,1
2020,8,50912,"NC",119,30,4,1,2,8,2,30,1,129,16,14,0
2020,8,64861,"SK",109,31,8,1,5,21,2,20,0,134,25,25,2
2020,8,50558,"LT",115,31,2,0,3,10,1,31,0,128,15,15,2
2020,8,79229,"OB",98,32,7,0,2,8,0,7,0,110,9,6,4
2020,8,67313,"WO",127,32,3,1,1,10,2,35,0,143,15,13,4
2020,8,65616,"HT",98,32,2,3,5,12,2,18,0,115,21,19,3
2020,8,66291,"OB",118,34,9,0,3,16,0,12,0,137,17,16,3
2020,8,69940,"NC",112,34,2,0,3,9,3,18,0,127,19,19,3
2020,8,50404,"SS",116,34,5,0,2,15,1,13,0,137,16,16,5
2020,8,69045,"OB",124,35,5,1,3,4,0,24,1,130,13,13,2
2020,8,69744,"HH",107,38,7,0,7,4,2,18,0,115,27,20,2
2020,8,50640,"HT",107,40,6,2,1,18,1,19,0,131,22,21,5
2020,8,50835,"SK",108,42,5,0,6,14,1,22,1,125,29,29,2
2020,8,50040,"KT",137,42,1,0,3,16,0,30,0,159,17,16,6
2020,9,69054,"KT",2,0,0,0,0,1,0,0,0,3,0,0,0
2020,9,67646,"HT",3,0,0,0,0,2,0,1,0,5,0,0,0
2020,9,66663,"HT",9,0,0,0,0,0,0,0,0,9,3,3,0
2020,9,50262,"OB",2,1,1,0,0,4,0,0,0,7,2,2,1
2020,9,68341,"WO",8,1,0,0,1,1,0,2,0,9,1,1,0
2020,9,66801,"SK",1,1,0,0,0,2,0,0,0,3,3,3,0
2020,9,50813,"SK",3,1,0,0,1,2,0,0,0,5,1,1,0
2020,9,50109,"LG",3,1,0,0,0,0,1,1,0,4,1,1,0
2020,9,60339,"NC",18,1,0,0,0,4,0,4,0,34,0,0,12
2020,9,63638,"HT",8,1,0,0,0,2,0,2,0,16,2,1,6
2020,9,61457,"SS",10,1,0,0,0,1,2,2,0,17,0,0,4
2020,9,67443,"SS",4,1,0,0,0,0,0,1,0,4,0,0,0
2020,9,72523,"LT",12,1,0,0,0,1,0,3,0,13,1,1,0
2020,9,66557,"LT",2,1,1,0,0,0,0,0,0,2,1,1,0
2020,9,62242,"OB",10,2,0,0,0,2,0,1,0,18,1,1,6
2020,9,65241,"OB",6,2,0,0,0,3,0,2,0,9,1,1,0
2020,9,64896,"SK",5,2,1,0,0,0,0,1,0,5,1,1,0
2020,9,65937,"NC",14,2,0,0,0,2,1,3,0,17,0,0,0
2020,9,64041,"KT",3,2,0,0,0,2,0,0,0,5,4,4,0
2020,9,66660,"HT",3,2,0,0,0,1,0,0,0,5,1,1,1
2020,9,63512,"LT",7,2,0,0,0,0,0,1,0,10,0,0,3
2020,9,77263,"OB",11,3,0,0,0,2,0,3,0,13,1,1,0
2020,9,62951,"OB",9,3,0,0,1,1,0,1,0,10,2,2,0
2020,9,63894,"SK",8,3,1,0,0,3,0,2,0,18,5,5,7
2020,9,65343,"SK",14,3,0,0,1,4,0,5,0,18,6,2,0
2020,9,75138,"SK",16,3,0,0,0,5,0,1,0,26,4,4,5
2020,9,64995,"NC",12,3,1,0,0,6,1,3,1,19,3,2,0
2020,9,67962,"NC",22,3,1,0,0,3,1,3,0,31,4,4,5
2020,9,65062,"KT",24,3,1,0,0,1,0,4,0,30,1,0,5
2020,9,65057,"KT",9,3,2,0,0,2,0,3,0,11,4,4,0
2020,9,64047,"KT",16,3,0,0,0,2,0,7,0,27,3,3,9
2020,9,60146,"SS",23,3,2,0,1,2,0,5,0,28,2,2,3
2020,9,65496,"SS",12,3,0,0,0,2,0,3,0,17,0,0,3
2020,9,77591,"LT",4,3,2,0,0,1,1,1,0,6,5,5,0
2020,9,79545,"LT",18,3,1,0,1,1,0,6,0,25,4,4,6
2020,9,50556,"LT",19,3,1,0,0,0,0,4,0,23,3,3,4
2020,9,50203,"OB",11,4,0,0,1,2,0,2,0,13,4,4,0
2020,9,76329,"OB",16,4,0,2,0,3,0,5,0,24,3,3,5
2020,9,50360,"WO",20,4,1,0,1,0,0,1,0,20,2,2,0
2020,9,64051,"WO",16,4,0,0,0,5,0,3,0,26,3,3,5
2020,9,76858,"SK",21,4,1,0,0,4,0,7,0,26,3,2,1
2020,9,75867,"NC",41,4,3,0,0,1,0,17,0,47,1,0,5
2020,9,69974,"NC",14,4,1,0,2,1,0,2,0,15,4,4,0
2020,9,60263,"NC",13,4,0,0,3,4,0,2,0,17,5,5,0
2020,9,65696,"HT",12,4,0,0,1,3,1,2,0,16,1,1,0
2020,9,78247,"HT",21,4,1,0,1,7,2,5,0,35,7,7,5
2020,9,75421,"SS",19,4,3,0,0,0,1,4,0,20,1,1,0
2020,9,63765,"HH",26,4,0,0,0,8,2,5,0,43,5,5,7
2020,9,73738,"HH",18,4,1,0,0,1,0,3,0,20,1,1,1
2020,9,67266,"OB",31,5,0,0,1,5,0,7,0,40,2,2,4
2020,9,66018,"WO",29,5,1,0,0,2,1,8,0,33,2,0,1
2020,9,74359,"WO",18,5,1,0,0,0,0,2,0,23,2,2,5
2020,9,69134,"LG",27,5,2,0,1,0,1,7,0,36,5,5,8
2020,9,69159,"LG",25,5,0,0,0,5,1,3,0,40,7,7,9
2020,9,76650,"LG",32,5,1,0,0,6,0,11,0,41,7,5,3
2020,9,65639,"NC",22,5,1,0,0,4,3,7,0,29,2,2,0
2020,9,63991,"NC",11,5,0,0,0,1,0,3,0,12,2,2,0
2020,9,63959,"NC",18,5,0,0,1,2,3,7,0,31,5,5,8
2020,9,62655,"NC",18,5,1,0,1,3,1,2,0,25,1,1,3
2020,9,78517,"KT",32,5,0,0,0,5,1,5,0,48,6,6,10
2020,9,63628,"HT",16,5,2,0,0,3,0,3,0,19,3,3,0
2020,9,69620,"HT",16,5,1,0,0,3,0,6,0,19,1,1,0
2020,9,65665,"HT",22,5,1,0,0,2,0,6,0,26,1,1,2
2020,9,66609,"HT",21,5,0,0,1,2,0,6,0,23,2,2,0
2020,9,79440,"SS",20,5,0,0,1,4,1,3,0,26,5,5,1
2020,9,67737,"HH",26,5,0,0,0,2,0,8,0,36,1,1,8
2020,9,79293,"LT",20,5,2,0,0,0,0,3,0,26,2,2,6
2020,9,68200,"OB",35,6,1,0,0,3,0,11,0,58,9,9,20
2020,9,67828,"WO",14,6,1,0,0,2,0,3,0,20,3,3,4
2020,9,65392,"WO",8,6,3,0,0,3,0,1,0,12,6,6,1
2020,9,67365,"WO",25,6,0,0,0,4,0,4,0,31,2,2,2
2020,9,69839,"SK",21,6,0,0,1,9,1,5,0,31,8,7,0
2020,9,50859,"SK",18,6,0,0,1,5,1,3,0,27,7,6,3
2020,9,69104,"LG",26,6,3,1,0,3,0,5,0,30,2,2,1
2020,9,61145,"LG",15,6,1,0,1,3,2,3,0,20,2,2,0
2020,9,79140,"LG",30,6,2,0,0,2,0,10,0,38,3,3,6
2020,9,62146,"LG",20,6,0,0,0,4,0,3,0,24,2,2,0
2020,9,75340,"KT",28,6,0,0,0,4,1,7,0,36,5,5,3
2020,9,65060,"KT",25,6,1,0,1,3,0,2,0,35,2,2,7
2020,9,63464,"HH",35,6,1,0,0,7,0,12,0,46,1,1,4
2020,9,79764,"HH",32,6,0,0,0,2,0,3,0,35,2,1,1
2020,9,63543,"LT",23,6,1,0,1,4,0,7,0,31,5,5,4
2020,9,60559,"LT",21,6,0,0,1,4,0,4,0,25,4,4,0
2020,9,68529,"LT",18,6,0,1,0,2,0,5,0,22,6,6,2
2020,9,67246,"OB",31,7,0,0,2,2,1,4,0,42,2,2,8
2020,9,66291,"OB",34,7,1,0,1,5,1,13,0,45,2,1,5
2020,9,64893,"SK",34,7,1,0,1,4,0,6,0,38,3,3,0
2020,9,66145,"LG",22,7,0,0,0,7,1,3,0,32,4,3,2
2020,9,67008,"KT",25,7,1,0,1,2,0,1,0,31,3,3,4
2020,9,62920,"SS",28,7,1,0,2,5,0,7,0,33,7,4,0
2020,9,61411,"SS",31,7,0,0,0,7,2,12,0,40,9,6,0
2020,9,67421,"SS",19,7,0,0,0,3,0,2,0,23,7,7,1
2020,9,67711,"HH",18,7,3,0,0,2,0,3,0,20,4,3,0
2020,9,64565,"LT",22,7,1,0,0,2,0,4,0,24,3,2,0
2020,9,61643,"OB",30,8,3,0,0,3,0,6,0,33,2,2,0
2020,9,76430,"WO",23,8,1,0,0,2,0,6,0,25,5,3,0
2020,9,76350,"SK",22,8,2,0,1,4,1,4,0,31,9,8,4
2020,9,79847,"SK",30,8,0,0,2,5,0,6,0,35,6,6,0
2020,9,61895,"SK",26,8,0,0,3,6,0,7,0,32,5,5,0
2020,9,65643,"NC",33,8,2,0,1,1,0,4,0,37,8,5,3
2020,9,76118,"NC",31,8,1,0,0,5,0,6,0,41,5,5,5
2020,9,75342,"KT",27,8,2,0,0,0,0,6,0,34,3,3,7
2020,9,64580,"HT",19,8,0,0,2,2,1,4,0,28,7,7,6
2020,9,76225,"LT",42,8,1,0,1,1,1,10,0,50,4,4,6
2020,9,69399,"WO",28,9,0,0,1,4,1,4,0,33,8,6,0
2020,9,65398,"WO",33,9,0,0,1,3,1,3,0,37,3,2,0
2020,9,69360,"WO",49,9,1,0,3,7,2,8,0,61,6,3,3
2020,9,65411,"SK",18,9,1,0,1,4,0,1,0,23,8,7,1
2020,9,62056,"SK",19,9,3,0,0,4,0,1,0,24,6,3,1
2020,9,67119,"LG",31,9,0,0,0,5,1,12,0,37,3,3,0
2020,9,78352,"NC",40,9,1,0,1,4,0,14,0,44,1,1,0
2020,9,68043,"KT",26,9,2,0,2,2,0,5,0,29,3,2,1
2020,9,63960,"SS",25,9,1,0,2,5,0,5,0,33,7,7,3
2020,9,69745,"HH",37,9,2,0,0,7,1,4,0,45,3,3,0
2020,9,67703,"HH",44,9,3,0,1,2,1,14,0,55,7,6,8
2020,9,63342,"WO",28,10,0,0,0,5,0,10,0,33,3,3,0
2020,9,64861,"SK",58,10,1,1,1,13,1,13,0,96,15,15,24
2020,9,60768,"SK",27,10,1,0,1,1,0,2,0,33,2,2,5
2020,9,73801,"LG",35,10,0,0,1,4,1,2,0,45,9,8,5
2020,9,50705,"HH",41,10,0,0,1,3,0,10,0,48,4,4,4
2020,9,74857,"HH",32,10,3,0,0,2,0,13,0,44,6,6,10
2020,9,50234,"OB",53,11,0,0,2,6,0,24,0,60,9,7,1
2020,9,69343,"WO",57,11,2,0,0,2,2,16,0,89,7,5,28
2020,9,67603,"WO",37,11,3,0,1,2,1,4,0,41,5,3,1
2020,9,76757,"KT",27,11,3,0,2,2,0,2,0,29,6,6,0
2020,9,65616,"HT",37,11,2,0,0,7,0,7,0,47,9,8,3
2020,9,68701,"HH",41,11,6,0,0,5,0,6,0,68,9,8,22
2020,9,62360,"WO",32,12,4,0,0,2,1,3,0,37,7,7,2
2020,9,61268,"WO",30,12,3,0,2,3,0,4,0,35,5,5,2
2020,9,50157,"LG",32,12,1,0,1,1,1,7,0,35,8,7,1
2020,9,50640,"HT",68,12,3,0,0,6,1,13,0,100,9,6,25
2020,9,63950,"HT",38,12,2,1,1,2,1,7,0,42,5,5,1
2020,9,50662,"HT",27,12,2,0,0,3,1,6,0,35,4,4,4
2020,9,68403,"SS",24,12,1,0,2,4,0,2,0,37,10,10,9
2020,9,77927,"SS",27,12,5,0,1,5,0,6,0,33,8,8,1
2020,9,62528,"LT",33,12,5,1,2,4,0,11,0,40,10,10,3
2020,9,61101,"LG",56,13,2,1,4,9,0,13,0,65,11,11,0
2020,9,69103,"LG",65,13,1,1,2,5,1,19,0,72,4,4,1
2020,9,68902,"NC",33,13,1,0,4,3,0,3,0,39,8,8,3
2020,9,69748,"HH",49,13,1,0,1,5,0,8,0,56,10,10,2
2020,9,62869,"SK",62,14,3,0,0,5,0,14,0,94,10,10,27
2020,9,69439,"SS",69,14,1,0,2,4,1,17,0,101,6,6,27
2020,9,76355,"LT",39,14,1,0,2,1,0,5,0,40,7,7,0
2020,9,64805,"OB",47,15,3,0,1,6,1,12,0,63,7,7,9
2020,9,63248,"OB",57,15,1,0,1,5,0,13,0,63,8,8,1
2020,9,67313,"WO",60,15,1,0,1,6,1,23,0,94,10,10,27
2020,9,62754,"HT",47,15,0,0,0,0,1,11,0,65,15,15,17
2020,9,73117,"SS",24,15,3,1,0,2,0,4,0,26,12,12,0
2020,9,69744,"HH",45,15,3,0,1,7,1,4,0,79,13,11,26
2020,9,78536,"LT",42,15,4,0,1,3,0,10,0,50,9,4,5
2020,9,63348,"WO",41,16,3,0,3,5,0,8,0,47,12,11,1
2020,9,62363,"WO",81,16,1,0,0,7,0,19,0,89,6,6,1
2020,9,69940,"NC",68,16,1,2,1,5,2,22,0,105,8,8,30
2020,9,50636,"HT",96,16,0,0,1,2,1,28,0,100,3,3,1
2020,9,77637,"HT",81,16,3,0,0,12,0,19,0,93,10,8,0
2020,9,50524,"LT",72,16,2,0,1,7,0,9,1,102,13,10,23
2020,9,50558,"LT",88,16,6,0,0,9,1,22,0,99,10,9,1
2020,9,50126,"LG",38,17,5,0,2,3,0,6,0,65,12,12,24
2020,9,78148,"LG",67,17,3,0,0,7,0,14,0,75,7,6,1
2020,9,68900,"NC",67,17,2,1,1,2,1,12,0,71,10,9,1
2020,9,65516,"KT",76,17,5,0,1,13,1,7,0,92,9,8,2
2020,9,69646,"HT",37,17,4,0,2,6,1,2,0,44,11,11,0
2020,9,67391,"WO",43,18,7,0,3,4,0,8,0,47,15,14,0
2020,9,64768,"SK",67,18,5,0,2,4,0,10,0,73,7,7,2
2020,9,50030,"KT",64,18,0,0,0,6,0,14,0,93,8,8,23
2020,9,69045,"OB",91,19,4,1,2,5,1,24,0,97,7,7,0
2020,9,67263,"OB",74,19,3,0,2,4,3,15,0,104,7,7,23
2020,9,61365,"SS",40,19,3,0,3,1,0,5,1,51,15,15,10
2020,9,79229,"OB",41,20,3,2,1,3,0,4,0,46,12,11,2
2020,9,69539,"LT",64,20,2,0,3,3,0,11,0,74,14,12,7
2020,9,60841,"SK",84,21,2,0,2,10,3,17,0,99,14,14,2
2020,9,69962,"NC",72,21,4,0,2,13,1,11,0,88,13,12,2
2020,9,50040,"KT",99,21,3,0,2,9,1,12,0,111,11,9,2
2020,9,69032,"KT",85,21,5,0,2,2,0,15,0,111,12,12,24
2020,9,65764,"HH",85,21,3,0,2,8,0,25,0,94,10,9,1
2020,9,50835,"SK",82,22,4,0,3,15,1,17,0,99,16,16,1
2020,9,50912,"NC",91,23,6,0,0,11,3,13,0,107,13,11,2
2020,9,73211,"LT",78,23,1,0,4,9,1,14,0,91,10,10,3
2020,9,65048,"KT",79,25,3,0,5,7,1,11,0,87,14,14,0
2020,9,64021,"LT",87,25,2,0,3,6,2,18,0,121,16,13,26
2020,9,50404,"SS",103,26,3,0,2,9,1,25,0,115,8,8,2
2020,9,69446,"SS",76,26,4,0,3,5,1,10,0,82,16,15,0
2020,9,68419,"SS",95,26,6,0,0,7,0,28,0,104,10,10,2
2020,9,68135,"LG",81,29,5,1,0,0,2,9,0,112,14,13,29
2020,9,77318,"HH",99,29,10,0,1,13,1,15,0,117,15,13,4
