"","BF","PA","BK","R","AVG","OBP","SLG","OPS","BABIP","H2_rate","H3_rate","HR_rate"
"1",195,48,0,8,0.372093023255814,0.4375,0.581395348837209,1.01889534883721,0.405660377358491,0.1875,0,0.125
"2",48,8,0,5,0.5,0.875,0.5,1.375,0.368421052631579,0,0,0
"3",123,35,0,5,0.258064516129032,0.323529411764706,0.483870967741935,0.807400379506641,0.319294809010774,0.125,0,0.25
"4",181,45,0,5,0.225,0.311111111111111,0.275,0.586111111111111,0.273972602739726,0.222222222222222,0,0
"5",192,44,0,14,0.428571428571429,0.534883720930233,0.657142857142857,1.19202657807309,0.348045397225725,0.133333333333333,0,0.133333333333333
"6",105,28,0,7,0.388888888888889,0.607142857142857,0.666666666666667,1.27380952380952,0.333793103448276,0.285714285714286,0,0.142857142857143
"7",472,114,0,21,0.279569892473118,0.392857142857143,0.419354838709677,0.81221198156682,0.358695652173913,0.0384615384615385,0,0.153846153846154
"8",169,44,0,7,0.333333333333333,0.431818181818182,0.611111111111111,1.04292929292929,0.324675324675325,0.166666666666667,0.0833333333333333,0.166666666666667
"9",339,85,0,9,0.235294117647059,0.358024691358025,0.367647058823529,0.725671750181554,0.307553956834532,0.1875,0,0.125
"10",14,5,0,2,0.666666666666667,0.6,1,1.6,0.370179948586118,0.5,0,0
"11",120,32,0,3,0.214285714285714,0.3125,0.321428571428571,0.633928571428571,0.338947368421053,0,0,0.166666666666667
"12",444,111,0,18,0.288659793814433,0.369369369369369,0.505154639175258,0.874524008544627,0.347619047619048,0.142857142857143,0.0357142857142857,0.178571428571429
"13",198,51,0,6,0.214285714285714,0.34,0.261904761904762,0.601904761904762,0.358003442340792,0.222222222222222,0,0
"14",400,96,0,20,0.294871794871795,0.40625,0.512820512820513,0.919070512820513,0.304744525547445,0.0869565217391304,0,0.217391304347826
"15",202,50,0,3,0.127659574468085,0.142857142857143,0.212765957446809,0.355623100303951,0.30635838150289,0.666666666666667,0,0
"16",34,11,0,4,0.444444444444444,0.5,0.777777777777778,1.27777777777778,0.341085271317829,0.75,0,0
"17",368,84,0,7,0.279411764705882,0.409638554216867,0.397058823529412,0.806697377746279,0.344800625488663,0.157894736842105,0.0526315789473684,0.0526315789473684
"18",286,68,0,9,0.254545454545455,0.363636363636364,0.436363636363636,0.8,0.331444759206799,0.142857142857143,0.0714285714285714,0.142857142857143
"19",126,33,0,3,0.24,0.387096774193548,0.32,0.707096774193548,0.312775330396476,0.333333333333333,0,0
"20",142,32,0,5,0.214285714285714,0.3125,0.321428571428571,0.633928571428571,0.363321799307958,0,0,0.166666666666667
"21",209,57,0,4,0.235294117647059,0.315789473684211,0.392156862745098,0.707946336429309,0.363534675615213,0.166666666666667,0,0.166666666666667
"22",29,7,0,1,0.333333333333333,0.666666666666667,0.666666666666667,1.33333333333333,0.349593495934959,1,0,0
"23",180,44,0,5,0.297297297297297,0.409090909090909,0.486486486486487,0.895577395577396,0.27831715210356,0.363636363636364,0,0.0909090909090909
"24",36,11,0,3,0.428571428571429,0.636363636363636,0.571428571428571,1.20779220779221,0.272727272727273,0.333333333333333,0,0
"25",5,1,0,0,0,1,0,1,0.358208955223881,0,0,0
"26",568,142,0,16,0.258064516129032,0.338129496402878,0.435483870967742,0.77361336737062,0.356846473029046,0.125,0,0.1875
"27",528,141,0,18,0.31496062992126,0.359712230215827,0.393700787401575,0.753413017617402,0.322191780821918,0.175,0,0.025
"28",108,24,0,3,0.391304347826087,0.416666666666667,0.565217391304348,0.981884057971014,0.365384615384615,0.111111111111111,0,0.111111111111111
"29",104,29,0,10,0.416666666666667,0.448275862068966,0.708333333333333,1.1566091954023,0.358730158730159,0.1,0,0.2
"30",292,83,0,10,0.276315789473684,0.337349397590361,0.355263157894737,0.692612555485098,0.355263157894737,0.0476190476190476,0.0476190476190476,0.0476190476190476
"31",34,8,0,0,0.125,0.125,0.125,0.25,0.33695652173913,0,0,0
"32",273,73,0,5,0.228070175438596,0.375,0.280701754385965,0.655701754385965,0.353658536585366,0,0,0.0769230769230769
"33",526,142,1,15,0.252032520325203,0.333333333333333,0.365853658536585,0.699186991869919,0.31390134529148,0.161290322580645,0,0.0967741935483871
"34",38,10,1,1,0.25,0.333333333333333,0.25,0.583333333333333,0.299319727891156,0,0,0
"35",111,31,0,5,0.413793103448276,0.451612903225806,0.413793103448276,0.865406006674082,0.394594594594595,0,0,0
"36",327,88,1,7,0.265822784810127,0.325581395348837,0.40506329113924,0.730644686488078,0.334545454545455,0.0952380952380952,0,0.142857142857143
"37",275,72,0,7,0.222222222222222,0.309859154929577,0.396825396825397,0.706684551754974,0.367387033398821,0.214285714285714,0.0714285714285714,0.142857142857143
"38",163,37,0,6,0.464285714285714,0.514285714285714,0.5,1.01428571428571,0.359464627151052,0.0769230769230769,0,0
"39",60,17,0,1,0.1875,0.235294117647059,0.3125,0.547794117647059,0.344827586206897,0.666666666666667,0,0
"40",52,14,0,1,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.343820224719101,0,0,0
"41",379,87,0,12,0.306666666666667,0.402298850574713,0.533333333333333,0.935632183908046,0.33652312599681,0.217391304347826,0,0.173913043478261
"42",176,50,1,11,0.282051282051282,0.391304347826087,0.333333333333333,0.72463768115942,0.339066339066339,0.181818181818182,0,0
"43",294,73,0,11,0.303030303030303,0.361111111111111,0.439393939393939,0.80050505050505,0.306451612903226,0.3,0,0.05
"44",205,49,0,7,0.266666666666667,0.291666666666667,0.377777777777778,0.669444444444445,0.343598055105348,0.166666666666667,0,0.0833333333333333
"45",92,25,0,7,0.45,0.56,0.65,1.21,0.383886255924171,0.222222222222222,0.111111111111111,0
"46",286,75,0,11,0.307692307692308,0.386666666666667,0.446153846153846,0.832820512820513,0.405594405594406,0.2,0.05,0.05
"47",102,23,0,3,0.4,0.478260869565217,0.7,1.17826086956522,0.350710900473934,0,0,0.25
"48",482,115,0,16,0.223404255319149,0.350877192982456,0.351063829787234,0.70194102276969,0.301587301587302,0.19047619047619,0.0476190476190476,0.0952380952380952
"49",409,96,0,9,0.244186046511628,0.308510638297872,0.337209302325581,0.645719940623454,0.340857787810384,0.142857142857143,0.0476190476190476,0.0476190476190476
"50",216,53,0,6,0.326530612244898,0.377358490566038,0.571428571428571,0.948787061994609,0.334146341463415,0.125,0.125,0.125
"51",279,69,0,4,0.178571428571429,0.333333333333333,0.267857142857143,0.601190476190476,0.351906158357771,0.5,0,0
"52",8,3,0,0,0,0,0,0,0.337765957446808,0,0,0
"53",98,23,0,2,0.3,0.391304347826087,0.35,0.741304347826087,0.397683397683398,0.166666666666667,0,0
"54",143,38,0,5,0.235294117647059,0.297297297297297,0.441176470588235,0.738473767885533,0.320113314447592,0.125,0,0.25
"55",196,45,0,7,0.243243243243243,0.377777777777778,0.27027027027027,0.648048048048048,0.296127562642369,0.111111111111111,0,0
"56",96,28,0,4,0.32,0.357142857142857,0.56,0.917142857142857,0.281115879828326,0.125,0.125,0.125
"57",129,33,0,7,0.357142857142857,0.424242424242424,0.678571428571429,1.10281385281385,0.331908831908832,0.1,0.1,0.2
"58",102,25,0,7,0.45,0.521739130434783,0.5,1.02173913043478,0.325657894736842,0.111111111111111,0,0
"59",194,52,0,5,0.311111111111111,0.38,0.422222222222222,0.802222222222222,0.364444444444444,0.214285714285714,0.0714285714285714,0
"60",106,30,0,7,0.407407407407407,0.466666666666667,0.481481481481481,0.948148148148148,0.317073170731707,0.181818181818182,0,0
"61",305,79,0,10,0.257575757575758,0.350649350649351,0.409090909090909,0.75974025974026,0.333333333333333,0.235294117647059,0,0.117647058823529
"62",575,154,0,22,0.326388888888889,0.357615894039735,0.465277777777778,0.822893671817513,0.330211927057664,0.297872340425532,0,0.0425531914893617
"63",335,86,0,16,0.310810810810811,0.383720930232558,0.459459459459459,0.843180389692018,0.3125,0.0869565217391304,0,0.130434782608696
"64",175,45,0,11,0.333333333333333,0.477272727272727,0.606060606060606,1.08333333333333,0.286363636363636,0.0909090909090909,0.0909090909090909,0.181818181818182
"65",117,30,0,0,0.115384615384615,0.206896551724138,0.153846153846154,0.360742705570292,0.272727272727273,0.333333333333333,0,0
"66",189,50,0,4,0.204545454545455,0.285714285714286,0.295454545454545,0.581168831168831,0.350961538461538,0.111111111111111,0,0.111111111111111
"67",427,119,0,8,0.229357798165138,0.277310924369748,0.26605504587156,0.543365970241308,0.326170376055257,0.16,0,0
"68",143,37,0,6,0.3125,0.405405405405405,0.46875,0.874155405405405,0.3486529318542,0.2,0,0.1
"69",155,40,0,7,0.28125,0.425,0.40625,0.83125,0.303317535545024,0.111111111111111,0,0.111111111111111
"70",38,11,0,2,0.333333333333333,0.4,0.333333333333333,0.733333333333333,0.273858921161826,0,0,0
"71",63,19,0,0,0.277777777777778,0.315789473684211,0.277777777777778,0.593567251461988,0.295081967213115,0,0,0
"72",34,9,0,3,0.333333333333333,0.333333333333333,0.666666666666667,1,0.285714285714286,0,0,0.333333333333333
"73",86,16,0,3,0.222222222222222,0.5,0.222222222222222,0.722222222222222,0.338160136286201,0,0,0
"74",218,51,0,9,0.317073170731707,0.450980392156863,0.463414634146341,0.914395026303204,0.348127600554785,0.230769230769231,0,0.0769230769230769
"75",388,106,0,11,0.276595744680851,0.352380952380952,0.361702127659574,0.714083080040527,0.354545454545455,0,0.0384615384615385,0.0769230769230769
"76",417,91,0,7,0.22972972972973,0.352272727272727,0.310810810810811,0.663083538083538,0.331292517006803,0.352941176470588,0,0
"77",178,48,0,8,0.282051282051282,0.382978723404255,0.333333333333333,0.716312056737589,0.326693227091633,0.181818181818182,0,0
"78",1,1,0,0,0,0,0,0,0.24,0,0,0
"79",629,154,0,28,0.298507462686567,0.376623376623377,0.552238805970149,0.928862182593526,0.295361127422196,0.15,0.05,0.2
"80",526,139,0,14,0.259842519685039,0.313868613138686,0.354330708661417,0.668199321800103,0.323069852941176,0.0909090909090909,0,0.0909090909090909
"81",45,11,0,2,0.285714285714286,0.545454545454545,0.714285714285714,1.25974025974026,0.348837209302326,0,0,0.5
"82",135,31,0,3,0.391304347826087,0.516129032258065,0.565217391304348,1.08134642356241,0.344262295081967,0.111111111111111,0,0.111111111111111
"83",156,38,0,9,0.285714285714286,0.416666666666667,0.428571428571429,0.845238095238095,0.346260387811634,0.125,0,0.125
"84",206,58,0,5,0.267857142857143,0.293103448275862,0.339285714285714,0.632389162561576,0.32807570977918,0.0666666666666667,0,0.0666666666666667
"85",227,54,0,3,0.229166666666667,0.30188679245283,0.291666666666667,0.593553459119497,0.364928909952607,0.272727272727273,0,0
"86",203,48,0,6,0.390243902439024,0.458333333333333,0.536585365853659,0.994918699186992,0.35361216730038,0.1875,0,0.0625
"87",137,34,0,2,0.310344827586207,0.382352941176471,0.551724137931034,0.934077079107505,0.33125,0.111111111111111,0,0.222222222222222
"88",254,56,0,7,0.28,0.357142857142857,0.32,0.677142857142857,0.33757225433526,0.142857142857143,0,0
"89",148,41,0,6,0.324324324324324,0.390243902439024,0.513513513513513,0.903757415952538,0.407079646017699,0.0833333333333333,0,0.166666666666667
"90",373,98,0,7,0.244444444444444,0.298969072164948,0.366666666666667,0.665635738831615,0.323215289488477,0,0.0454545454545455,0.136363636363636
"91",300,77,0,11,0.262295081967213,0.391891891891892,0.426229508196721,0.818121400088613,0.27007299270073,0.125,0.0625,0.125
"92",332,82,0,18,0.342465753424658,0.414634146341463,0.561643835616438,0.976277981957902,0.323976608187135,0.16,0,0.16
"93",146,40,0,10,0.361111111111111,0.384615384615385,0.638888888888889,1.02350427350427,0.322538860103627,0.384615384615385,0.0769230769230769,0.0769230769230769
"94",584,158,0,12,0.232394366197183,0.285714285714286,0.330985915492958,0.616700201207243,0.290829694323144,0.242424242424242,0,0.0606060606060606
"95",106,24,0,5,0.318181818181818,0.291666666666667,0.409090909090909,0.700757575757576,0.322429906542056,0.285714285714286,0,0
"96",20,4,0,0,0,0.666666666666667,0,0.666666666666667,0.290697674418605,0,0,0
"97",496,133,0,16,0.241666666666667,0.315789473684211,0.316666666666667,0.632456140350877,0.328193832599119,0.103448275862069,0,0.0689655172413793
"98",111,29,0,3,0.222222222222222,0.25,0.407407407407407,0.657407407407407,0.315441176470588,0.333333333333333,0,0.166666666666667
"99",196,48,0,6,0.175,0.3125,0.25,0.5625,0.336734693877551,0.428571428571429,0,0
"100",123,27,0,2,0.217391304347826,0.296296296296296,0.217391304347826,0.513687600644122,0.34070796460177,0,0,0
"101",234,62,0,6,0.214285714285714,0.290322580645161,0.303571428571429,0.59389400921659,0.296718972895863,0.166666666666667,0,0.0833333333333333
"102",165,47,0,1,0.131578947368421,0.297872340425532,0.236842105263158,0.53471444568869,0.186046511627907,0.2,0,0.2
"103",170,36,1,0,0.161290322580645,0.277777777777778,0.225806451612903,0.503584229390681,0.314220183486239,0.4,0,0
"104",90,27,0,0,0.25,0.333333333333333,0.291666666666667,0.625,0.356363636363636,0.166666666666667,0,0
"105",500,123,0,10,0.265486725663717,0.319672131147541,0.36283185840708,0.682503989554621,0.317269076305221,0.0666666666666667,0,0.1
"106",15,4,0,3,0.5,0.75,2,2.75,0.272727272727273,0,0,1
"107",38,11,0,2,0.444444444444444,0.454545454545455,0.555555555555556,1.01010101010101,0.29987293519695,0.25,0,0
"108",498,125,0,8,0.198275862068966,0.24,0.25,0.49,0.282184655396619,0.130434782608696,0,0.0434782608695652
"109",227,59,0,12,0.509433962264151,0.551724137931034,0.754716981132076,1.30644111906311,0.30561555075594,0.296296296296296,0.037037037037037,0.037037037037037
"110",286,74,0,4,0.140625,0.232876712328767,0.1875,0.420376712328767,0.291970802919708,0.111111111111111,0.111111111111111,0
"111",505,134,0,11,0.245614035087719,0.345864661654135,0.368421052631579,0.714285714285714,0.312305295950156,0.214285714285714,0.0357142857142857,0.0714285714285714
"112",208,51,0,5,0.270833333333333,0.313725490196078,0.416666666666667,0.730392156862745,0.333965844402277,0.153846153846154,0.0769230769230769,0.0769230769230769
"113",185,48,0,8,0.342105263157895,0.425531914893617,0.473684210526316,0.899216125419933,0.332167832167832,0.230769230769231,0.0769230769230769,0
"114",122,31,0,0,0.153846153846154,0.290322580645161,0.153846153846154,0.444168734491315,0.326086956521739,0,0,0
"115",486,130,0,15,0.280701754385965,0.349206349206349,0.359649122807018,0.708855472013367,0.320437670965221,0.125,0.03125,0.03125
"116",166,47,0,2,0.232558139534884,0.297872340425532,0.302325581395349,0.600197921820881,0.321428571428571,0,0,0.1
"117",202,55,0,5,0.207547169811321,0.236363636363636,0.39622641509434,0.632590051457976,0.313131313131313,0.181818181818182,0.0909090909090909,0.181818181818182
"118",513,126,0,10,0.214953271028037,0.333333333333333,0.327102803738318,0.660436137071651,0.305204648812532,0.260869565217391,0,0.0869565217391304
"119",95,21,0,1,0.105263157894737,0.19047619047619,0.263157894736842,0.453634085213033,0.269633507853403,0,0,0.5
"120",172,47,0,3,0.27027027027027,0.386363636363636,0.405405405405405,0.791769041769042,0.304704595185996,0.2,0,0.1
"121",479,136,0,16,0.220472440944882,0.257352941176471,0.291338582677165,0.548691523853636,0.325358851674641,0.107142857142857,0,0.0714285714285714
"122",192,53,0,5,0.270833333333333,0.320754716981132,0.3125,0.633254716981132,0.280748663101604,0.153846153846154,0,0
"123",488,131,0,12,0.23728813559322,0.307692307692308,0.288135593220339,0.595827900912647,0.323436512950095,0.107142857142857,0,0.0357142857142857
"124",234,60,0,4,0.277777777777778,0.35,0.425925925925926,0.775925925925926,0.306,0.133333333333333,0,0.133333333333333
"125",66,16,0,6,0.466666666666667,0.5,0.733333333333333,1.23333333333333,0.347058823529412,0.142857142857143,0,0.142857142857143
"126",131,30,0,4,0.259259259259259,0.3,0.407407407407407,0.707407407407407,0.319083969465649,0.142857142857143,0,0.142857142857143
"127",101,28,0,9,0.416666666666667,0.481481481481481,1.20833333333333,1.68981481481481,0.32725321888412,0.1,0,0.6
"128",118,26,0,3,0.125,0.44,0.3125,0.7525,0.272727272727273,0,0,0.5
"129",159,45,0,6,0.257142857142857,0.357142857142857,0.371428571428571,0.728571428571429,0.296762589928058,0.111111111111111,0,0.111111111111111
"130",66,16,0,1,0.285714285714286,0.375,0.357142857142857,0.732142857142857,0.339350180505415,0.25,0,0
"131",176,44,0,0,0.0833333333333333,0.232558139534884,0.111111111111111,0.343669250645995,0.309477756286267,0.333333333333333,0,0
"132",604,154,0,13,0.23021582733813,0.294117647058824,0.366906474820144,0.661024121878967,0.316349809885932,0.125,0,0.15625
"133",15,5,0,1,0.25,0.4,1,1.4,0.316753926701571,0,0,1
"134",162,48,0,11,0.428571428571429,0.5,0.595238095238095,1.0952380952381,0.3184421534937,0.388888888888889,0,0
"135",148,33,0,5,0.310344827586207,0.393939393939394,0.620689655172414,1.01462904911181,0.269598470363289,0.333333333333333,0,0.222222222222222
"136",2,1,0,0,0,1,0,1,0.268382352941176,0,0,0
"137",506,139,1,12,0.229508196721311,0.318840579710145,0.344262295081967,0.663102874792112,0.305418719211823,0.178571428571429,0,0.107142857142857
"138",256,66,0,14,0.392156862745098,0.484848484848485,0.529411764705882,1.01426024955437,0.395833333333333,0.2,0,0.05
"139",14,4,0,0,0.25,0.25,0.25,0.5,0.377622377622378,0,0,0
"140",145,35,0,4,0.258064516129032,0.342857142857143,0.451612903225806,0.794470046082949,0.25,0.375,0,0.125
"141",147,36,0,5,0.242424242424242,0.305555555555556,0.393939393939394,0.69949494949495,0.343137254901961,0.25,0,0.125
"142",497,130,0,14,0.231404958677686,0.269230769230769,0.396694214876033,0.665924984106802,0.316209476309227,0.178571428571429,0,0.178571428571429
"143",123,25,0,4,0.238095238095238,0.36,0.238095238095238,0.598095238095238,0.311111111111111,0,0,0
"144",59,13,0,2,0.416666666666667,0.461538461538462,0.5,0.961538461538462,0.5,0.2,0,0
"145",288,75,0,16,0.347826086956522,0.378378378378378,0.507246376811594,0.885624755189973,0.365358592692828,0,0.0416666666666667,0.125
"146",328,78,0,8,0.196969696969697,0.285714285714286,0.287878787878788,0.573593073593074,0.312098991750687,0.230769230769231,0,0.0769230769230769
"147",137,34,0,1,0.3125,0.352941176470588,0.375,0.727941176470588,0.309895833333333,0.2,0,0
"148",245,60,0,8,0.339285714285714,0.383333333333333,0.428571428571429,0.811904761904762,0.335380835380835,0.105263157894737,0,0.0526315789473684
"149",223,49,0,10,0.341463414634146,0.428571428571429,0.609756097560976,1.0383275261324,0.321928460342146,0.357142857142857,0,0.142857142857143
"150",158,38,0,3,0.25,0.289473684210526,0.416666666666667,0.706140350877193,0.375510204081633,0,0,0.222222222222222
"151",95,27,0,9,0.391304347826087,0.461538461538462,1,1.46153846153846,0.313274336283186,0,0.111111111111111,0.444444444444444
"152",77,21,0,1,0.266666666666667,0.421052631578947,0.266666666666667,0.687719298245614,0.303754266211604,0,0,0
"153",136,33,0,3,0.24,0.424242424242424,0.32,0.744242424242424,0.235294117647059,0.333333333333333,0,0
"154",442,130,0,8,0.298387096774194,0.3046875,0.411290322580645,0.715977822580645,0.310734463276836,0.216216216216216,0,0.0540540540540541
"155",203,57,0,8,0.333333333333333,0.368421052631579,0.444444444444444,0.812865497076023,0.336633663366337,0.333333333333333,0,0
"156",559,153,0,15,0.296551724137931,0.328947368421053,0.43448275862069,0.763430127041742,0.332452081956378,0.186046511627907,0,0.0930232558139535
"157",189,44,0,9,0.305555555555556,0.404761904761905,0.5,0.904761904761905,0.365853658536585,0.0909090909090909,0,0.181818181818182
"158",317,85,0,9,0.275,0.317647058823529,0.4125,0.730147058823529,0.345498783454988,0.0909090909090909,0,0.136363636363636
"159",493,112,0,14,0.236559139784946,0.351351351351351,0.365591397849462,0.716942749200814,0.255813953488372,0.136363636363636,0,0.136363636363636
"160",128,28,0,5,0.28,0.321428571428571,0.64,0.961428571428572,0.288372093023256,0.428571428571429,0,0.285714285714286
"161",67,17,0,3,0.25,0.294117647058824,0.5,0.794117647058824,0.330188679245283,0.25,0,0.25
"162",200,52,0,6,0.282608695652174,0.365384615384615,0.326086956521739,0.691471571906354,0.339593114241002,0,0.0769230769230769,0
"163",333,92,0,16,0.337349397590361,0.384615384615385,0.469879518072289,0.854494902687674,0.383720930232558,0.285714285714286,0,0.0357142857142857
"164",173,47,0,4,0.260869565217391,0.25531914893617,0.347826086956522,0.603145235892692,0.361266294227188,0.166666666666667,0.0833333333333333,0
"165",227,61,0,7,0.280701754385965,0.311475409836066,0.43859649122807,0.750071901064136,0.32398316970547,0.1875,0,0.125
"166",155,40,0,10,0.264705882352941,0.375,0.470588235294118,0.845588235294118,0.368421052631579,0.111111111111111,0,0.222222222222222
"167",285,77,0,18,0.387096774193548,0.493506493506494,0.67741935483871,1.1709258483452,0.319294809010774,0.125,0,0.208333333333333
"168",4,1,0,1,0,1,0,1,0.273972602739726,0,0,0
"169",541,146,3,18,0.287878787878788,0.340277777777778,0.401515151515151,0.741792929292929,0.329700272479564,0.157894736842105,0,0.0789473684210526
"170",45,12,0,4,0.5,0.5,0.5,1,0.348045397225725,0,0,0
"171",92,23,0,5,0.294117647058824,0.478260869565217,0.411764705882353,0.89002557544757,0.319303338171263,0.4,0,0
"172",164,36,0,14,0.428571428571429,0.628571428571429,0.619047619047619,1.24761904761905,0.358695652173913,0,0.222222222222222,0
"173",131,37,0,9,0.366666666666667,0.444444444444444,0.8,1.24444444444444,0.324675324675325,0.0909090909090909,0,0.363636363636364
"174",362,88,0,11,0.329113924050633,0.35632183908046,0.392405063291139,0.748726902371599,0.307553956834532,0.192307692307692,0,0
"175",63,17,0,8,0.5,0.588235294117647,0.642857142857143,1.23109243697479,0.370179948586118,0.285714285714286,0,0
"176",294,71,0,14,0.365384615384615,0.52112676056338,0.615384615384615,1.136511375948,0.338947368421053,0.105263157894737,0.0526315789473684,0.157894736842105
"177",436,110,0,12,0.268041237113402,0.342592592592593,0.309278350515464,0.651870943108056,0.347619047619048,0.153846153846154,0,0
"178",349,90,0,20,0.342465753424658,0.454545454545455,0.63013698630137,1.08468244084682,0.358003442340792,0.12,0,0.24
"179",276,76,0,8,0.26984126984127,0.373333333333333,0.333333333333333,0.706666666666667,0.304744525547445,0.0588235294117647,0,0.0588235294117647
"180",62,18,0,4,0.333333333333333,0.444444444444444,0.4,0.844444444444444,0.35632183908046,0.2,0,0
"181",275,68,1,5,0.236363636363636,0.34375,0.381818181818182,0.725568181818182,0.30635838150289,0,0.0769230769230769,0.153846153846154
"182",10,4,0,3,1,1,1.33333333333333,2.33333333333333,0.341085271317829,0.333333333333333,0,0
"183",339,84,1,11,0.314285714285714,0.404761904761905,0.342857142857143,0.747619047619048,0.344800625488663,0.0909090909090909,0,0
"184",35,7,0,1,0.333333333333333,0.428571428571429,0.666666666666667,1.0952380952381,0.402777777777778,1,0,0
"185",179,47,0,17,0.51219512195122,0.543478260869565,0.780487804878049,1.32396606574761,0.331444759206799,0.0952380952380952,0,0.142857142857143
"186",157,42,0,8,0.361111111111111,0.452380952380952,0.527777777777778,0.98015873015873,0.312775330396476,0.230769230769231,0,0.0769230769230769
"187",175,43,0,3,0.277777777777778,0.357142857142857,0.388888888888889,0.746031746031746,0.363321799307958,0.1,0,0.1
"188",258,62,0,10,0.314814814814815,0.403225806451613,0.425925925925926,0.829151732377539,0.363534675615213,0.176470588235294,0,0.0588235294117647
"189",50,11,0,3,0.5,0.8,1.25,2.05,0.333333333333333,0,0,0.5
"190",286,82,0,10,0.264705882352941,0.37037037037037,0.455882352941176,0.826252723311547,0.272727272727273,0.111111111111111,0.0555555555555556,0.166666666666667
"191",67,14,0,2,0.181818181818182,0.357142857142857,0.272727272727273,0.62987012987013,0.352226720647773,0.5,0,0
"192",74,19,0,5,0.3125,0.388888888888889,0.75,1.13888888888889,0.307692307692308,0.2,0,0.4
"193",501,127,0,15,0.306306306306306,0.365079365079365,0.468468468468468,0.833547833547833,0.356846473029046,0.176470588235294,0,0.117647058823529
"194",556,137,0,10,0.214285714285714,0.277372262773723,0.301587301587302,0.578959564361024,0.322191780821918,0.148148148148148,0.0740740740740741,0.037037037037037
"195",206,54,0,1,0.229166666666667,0.30188679245283,0.229166666666667,0.531053459119497,0.365384615384615,0,0,0
"196",78,27,0,6,0.291666666666667,0.37037037037037,0.458333333333333,0.828703703703704,0.428571428571429,0.142857142857143,0,0.142857142857143
"197",126,33,1,10,0.44,0.53125,0.72,1.25125,0.33695652173913,0.0909090909090909,0,0.181818181818182
"198",246,69,0,23,0.457627118644068,0.529411764705882,0.779661016949153,1.30907278165503,0.353658536585366,0.148148148148148,0,0.185185185185185
"199",639,169,0,26,0.270967741935484,0.31547619047619,0.412903225806452,0.728379416282642,0.31390134529148,0.214285714285714,0.0476190476190476,0.0714285714285714
"200",305,75,0,12,0.293103448275862,0.445945945945946,0.448275862068966,0.894221808014911,0.299319727891156,0.117647058823529,0.117647058823529,0.0588235294117647
"201",180,46,0,3,0.27906976744186,0.326086956521739,0.348837209302326,0.674924165824065,0.394594594594595,0,0,0.0833333333333333
"202",418,104,0,20,0.3,0.378640776699029,0.566666666666667,0.945307443365696,0.334545454545455,0.185185185185185,0.0740740740740741,0.185185185185185
"203",244,61,0,13,0.381818181818182,0.442622950819672,0.545454545454545,0.988077496274218,0.367387033398821,0.142857142857143,0,0.0952380952380952
